date,open,high,low,close
4/26/2000,1477.4399,1482.9399,1456.98,1460.99
4/27/2000,1460.99,1469.21,1434.8101,1464.92
4/28/2000,1464.92,1473.62,1448.15,1452.4301
5/1/2000,1452.4301,1481.51,1452.4301,1468.25
5/2/2000,1468.25,1468.25,1445.22,1446.29
5/3/2000,1446.29,1446.29,1398.36,1415.1
5/4/2000,1415.1,1420.99,1404.9399,1409.5699
5/5/2000,1409.5699,1436.03,1405.08,1432.63
5/8/2000,1432.63,1432.63,1417.05,1424.17
5/9/2000,1424.17,1430.28,1401.85,1412.14
5/10/2000,1412.14,1412.14,1375.14,1383.05
5/11/2000,1383.05,1410.26,1383.05,1407.8101
5/12/2000,1407.8101,1430.13,1407.8101,1420.96
5/15/2000,1420.96,1452.39,1416.54,1452.36
5/16/2000,1452.36,1470.4,1450.76,1466.04
5/17/2000,1466.04,1466.04,1441.67,1447.8
5/18/2000,1447.8,1458.04,1436.59,1437.21
5/19/2000,1437.21,1437.21,1401.74,1406.95
5/22/2000,1406.95,1410.55,1368.73,1400.72
5/23/2000,1400.72,1403.77,1373.4301,1373.86
5/24/2000,1373.86,1401.75,1361.09,1399.05
5/25/2000,1399.05,1411.65,1373.9301,1381.52
5/26/2000,1381.52,1391.42,1369.75,1378.02
5/30/2000,1378.02,1422.45,1378.02,1422.45
5/31/2000,1422.4399,1434.49,1415.5,1420.6
6/1/2000,1420.6,1448.8101,1420.6,1448.8101
6/2/2000,1448.8101,1483.23,1448.8101,1477.26
6/5/2000,1477.26,1477.28,1464.6801,1467.63
6/6/2000,1467.63,1471.36,1454.74,1457.84
6/7/2000,1457.84,1474.64,1455.0601,1471.36
6/8/2000,1471.36,1475.65,1456.49,1461.67
6/9/2000,1461.67,1472.67,1454.96,1456.95
6/12/2000,1456.95,1462.9301,1445.99,1446
6/13/2000,1446,1470.42,1442.38,1469.4399
6/14/2000,1469.4399,1483.62,1467.71,1470.54
6/15/2000,1470.54,1482.04,1464.62,1478.73
6/16/2000,1478.73,1480.77,1460.42,1464.46
6/19/2000,1464.46,1488.9301,1459.05,1486
6/20/2000,1486,1487.3199,1470.1801,1475.95
6/21/2000,1475.95,1482.1899,1468,1479.13
6/22/2000,1479.13,1479.13,1448.03,1452.1801
6/23/2000,1452.1801,1459.9399,1438.3101,1441.48
6/26/2000,1441.48,1459.66,1441.48,1455.3101
6/27/2000,1455.3101,1463.35,1450.55,1450.55
6/28/2000,1450.55,1467.63,1450.55,1454.8199
6/29/2000,1454.8199,1455.14,1434.63,1442.39
6/30/2000,1442.39,1454.6801,1438.71,1454.6
7/3/2000,1454.6,1469.58,1450.85,1469.54
7/5/2000,1469.54,1469.54,1442.45,1446.23
7/6/2000,1446.23,1461.65,1439.5601,1456.67
7/7/2000,1456.67,1484.12,1456.67,1478.9
7/10/2000,1478.9,1486.5601,1474.76,1475.62
7/11/2000,1475.62,1488.77,1470.48,1480.88
7/12/2000,1480.88,1497.6899,1480.88,1492.92
7/13/2000,1492.92,1501.39,1489.65,1495.84
7/14/2000,1495.84,1509.99,1494.5601,1509.98
7/17/2000,1509.98,1517.3199,1505.26,1510.49
7/18/2000,1510.49,1510.49,1491.35,1493.74
7/19/2000,1493.74,1495.63,1479.92,1481.96
7/20/2000,1481.96,1501.92,1481.96,1495.5699
7/21/2000,1495.5699,1495.5699,1477.91,1480.1899
7/24/2000,1480.1899,1485.88,1463.8,1464.29
7/25/2000,1464.29,1476.23,1464.29,1474.47
7/26/2000,1474.47,1474.47,1452.42,1452.42
7/27/2000,1452.42,1464.91,1445.33,1449.62
7/28/2000,1449.62,1456.6801,1413.89,1419.89
7/31/2000,1419.89,1437.65,1418.71,1430.83
8/1/2000,1430.83,1443.54,1428.96,1438.1
8/2/2000,1438.1,1451.59,1433.49,1438.7
8/3/2000,1438.7,1454.1899,1425.4301,1452.5601
8/4/2000,1452.5601,1462.9301,1451.3101,1462.9301
8/7/2000,1462.9301,1480.8,1460.72,1479.3199
8/8/2000,1479.3199,1484.52,1472.61,1482.8
8/9/2000,1482.8,1490.33,1471.16,1472.87
8/10/2000,1472.87,1475.15,1459.89,1460.25
8/11/2000,1460.25,1475.72,1453.0601,1471.84
8/14/2000,1471.84,1491.64,1468.5601,1491.5601
8/15/2000,1491.5601,1493.12,1482.74,1484.4301
8/16/2000,1484.4301,1496.09,1475.74,1479.85
8/17/2000,1479.85,1499.3199,1479.85,1496.0699
8/18/2000,1496.0699,1499.47,1488.99,1491.72
8/21/2000,1491.72,1502.84,1491.13,1499.48
8/22/2000,1499.48,1508.45,1497.42,1498.13
8/23/2000,1498.13,1507.2,1489.52,1505.97
8/24/2000,1505.97,1511.16,1501.25,1508.3101
8/25/2000,1508.3101,1513.47,1505.09,1506.45
8/28/2000,1506.45,1523.95,1506.45,1514.09
8/29/2000,1514.09,1514.8101,1505.46,1509.84
8/30/2000,1509.84,1510.49,1500.09,1502.59
8/31/2000,1502.59,1525.21,1502.59,1517.6801
9/1/2000,1517.6801,1530.09,1515.53,1520.77
9/5/2000,1520.77,1520.77,1504.21,1507.08
9/6/2000,1507.08,1512.61,1492.12,1492.25
9/7/2000,1492.25,1505.34,1492.25,1502.51
9/8/2000,1502.51,1502.51,1489.88,1494.5
9/11/2000,1494.5,1506.76,1483.01,1489.26
9/12/2000,1489.26,1496.9301,1479.67,1481.99
9/13/2000,1481.99,1487.45,1473.61,1484.91
9/14/2000,1484.91,1494.16,1476.73,1480.87
9/15/2000,1480.87,1480.96,1460.22,1465.8101
9/18/2000,1465.8101,1467.77,1441.92,1444.51
9/19/2000,1444.51,1461.16,1444.51,1459.9
9/20/2000,1459.9,1460.49,1430.95,1451.34
9/21/2000,1451.34,1452.77,1436.3,1449.05
9/22/2000,1449.05,1449.05,1421.88,1448.72
9/25/2000,1448.72,1457.42,1435.9301,1439.03
9/26/2000,1439.03,1448.04,1425.25,1427.21
9/27/2000,1427.21,1437.22,1419.4399,1426.5699
9/28/2000,1426.5699,1461.6899,1425.78,1458.29
9/29/2000,1458.29,1458.29,1436.29,1436.51
10/2/2000,1436.52,1445.6,1429.83,1436.23
10/3/2000,1436.23,1454.8199,1425.28,1426.46
10/4/2000,1426.46,1439.99,1416.3101,1434.3199
10/5/2000,1434.3199,1444.17,1431.8,1436.28
10/6/2000,1436.28,1443.3,1397.0601,1408.99
10/9/2000,1408.99,1409.6899,1392.48,1402.03
10/10/2000,1402.03,1408.83,1383.85,1387.02
10/11/2000,1387.02,1387.02,1349.67,1364.59
10/12/2000,1364.59,1374.9301,1328.0601,1329.78
10/13/2000,1329.78,1374.17,1327.08,1374.17
10/16/2000,1374.17,1379.48,1365.0601,1374.62
10/17/2000,1374.62,1380.99,1342.34,1349.97
10/18/2000,1349.97,1356.65,1305.79,1342.13
10/19/2000,1342.13,1389.9301,1342.13,1388.76
10/20/2000,1388.76,1408.47,1382.1899,1396.9301
10/23/2000,1396.9301,1406.96,1387.75,1395.78
10/24/2000,1395.78,1415.64,1388.13,1398.13
10/25/2000,1398.13,1398.13,1362.21,1364.9
10/26/2000,1364.9,1372.72,1337.8101,1364.4399
10/27/2000,1364.4399,1384.5699,1364.13,1379.58
10/30/2000,1379.58,1406.36,1376.86,1398.66
10/31/2000,1398.66,1432.22,1398.66,1429.4
11/1/2000,1429.4,1429.6,1410.45,1421.22
11/2/2000,1421.22,1433.4,1421.22,1428.3199
11/3/2000,1428.3199,1433.21,1420.92,1426.6899
11/6/2000,1428.76,1438.46,1427.72,1432.1899
11/7/2000,1432.1899,1436.22,1423.26,1431.87
11/8/2000,1431.87,1437.28,1408.78,1409.28
11/9/2000,1409.28,1409.28,1369.6801,1400.14
11/10/2000,1400.14,1400.14,1365.97,1365.98
11/13/2000,1365.98,1365.98,1328.62,1351.26
11/14/2000,1351.26,1390.0601,1351.26,1382.95
11/15/2000,1382.95,1395.96,1374.75,1389.8101
11/16/2000,1389.8101,1394.76,1370.39,1372.3199
11/17/2000,1372.3199,1384.85,1355.55,1367.72
11/20/2000,1367.72,1367.72,1341.67,1342.62
11/21/2000,1342.62,1355.87,1333.62,1347.35
11/22/2000,1347.35,1347.35,1321.89,1322.36
11/24/2000,1322.36,1343.83,1322.36,1341.77
11/27/2000,1341.77,1362.5,1341.77,1348.97
11/28/2000,1348.97,1358.8101,1334.97,1336.09
11/29/2000,1336.09,1352.38,1329.28,1341.9301
11/30/2000,1341.91,1341.91,1294.9,1314.95
12/1/2000,1314.95,1334.67,1307.02,1315.23
12/4/2000,1315.1801,1332.0601,1310.23,1324.97
12/5/2000,1324.97,1376.5601,1324.97,1376.54
12/6/2000,1376.54,1376.54,1346.15,1351.46
12/7/2000,1351.46,1353.5,1339.26,1343.55
12/8/2000,1343.55,1380.33,1343.55,1369.89
12/11/2000,1369.89,1389.05,1364.14,1380.2
12/12/2000,1380.2,1380.27,1370.27,1371.1801
12/13/2000,1371.1801,1385.8199,1358.48,1359.99
12/14/2000,1359.99,1359.99,1340.48,1340.9301
12/15/2000,1340.9301,1340.9301,1305.38,1312.15
12/18/2000,1312.15,1332.3199,1312.15,1322.74
12/19/2000,1322.96,1346.4399,1305.2,1305.6
12/20/2000,1305.6,1305.6,1261.16,1264.74
12/21/2000,1264.74,1285.3101,1254.0699,1274.86
12/22/2000,1274.86,1305.97,1274.86,1305.95
12/26/2000,1305.97,1315.9399,1301.64,1315.1899
12/27/2000,1315.1899,1332.03,1310.96,1328.92
12/28/2000,1328.92,1335.9301,1325.78,1334.22
12/29/2000,1334.22,1340.1,1317.51,1320.28
1/2/2001,1320.28,1320.28,1276.05,1283.27
1/3/2001,1283.27,1347.76,1274.62,1347.5601
1/4/2001,1347.5601,1350.24,1329.14,1333.34
1/5/2001,1333.34,1334.77,1294.95,1298.35
1/8/2001,1298.35,1298.35,1276.29,1295.86
1/9/2001,1295.86,1311.72,1295.14,1300.8
1/10/2001,1300.8,1313.76,1287.28,1313.27
1/11/2001,1313.27,1332.1899,1309.72,1326.8199
1/12/2001,1326.8199,1333.21,1311.59,1318.55
1/16/2001,1318.3199,1327.8101,1313.33,1326.65
1/17/2001,1326.65,1346.92,1325.41,1329.47
1/18/2001,1329.89,1352.71,1327.41,1347.97
1/19/2001,1347.97,1354.55,1336.74,1342.54
1/22/2001,1342.54,1353.62,1333.84,1342.9
1/23/2001,1342.9,1362.9,1339.63,1360.4
1/24/2001,1360.4,1369.75,1357.28,1364.3
1/25/2001,1364.3,1367.35,1354.63,1357.51
1/26/2001,1357.51,1357.51,1342.75,1354.95
1/29/2001,1354.92,1365.54,1350.36,1364.17
1/30/2001,1364.17,1375.6801,1356.2,1373.73
1/31/2001,1373.73,1383.37,1364.66,1366.01
2/1/2001,1366.01,1373.5,1359.34,1373.47
2/2/2001,1373.47,1376.38,1348.72,1349.47
2/5/2001,1349.47,1354.5601,1344.48,1354.3101
2/6/2001,1354.3101,1363.55,1350.04,1352.26
2/7/2001,1352.26,1352.26,1334.26,1340.89
2/8/2001,1341.1,1350.3199,1332.42,1332.53
2/9/2001,1332.53,1332.53,1309.98,1314.76
2/12/2001,1314.76,1330.96,1313.64,1330.3101
2/13/2001,1330.3101,1336.62,1317.51,1318.8
2/14/2001,1318.8,1320.73,1304.72,1315.92
2/15/2001,1315.92,1331.29,1315.92,1326.61
2/16/2001,1326.61,1326.61,1293.1801,1301.53
2/20/2001,1301.53,1307.16,1278.4399,1278.9399
2/21/2001,1278.9399,1282.97,1253.16,1255.27
2/22/2001,1255.27,1259.9399,1228.33,1252.8199
2/23/2001,1252.8199,1252.8199,1215.4399,1245.86
2/26/2001,1245.86,1267.6899,1241.71,1267.65
2/27/2001,1267.65,1272.76,1252.26,1257.9399
2/28/2001,1257.9399,1263.47,1229.65,1239.9399
3/1/2001,1239.9399,1241.36,1214.5,1241.23
3/2/2001,1241.23,1251.01,1219.74,1234.1801
3/5/2001,1234.1801,1242.55,1234.04,1241.41
3/6/2001,1241.41,1267.42,1241.41,1253.8
3/7/2001,1253.8,1263.86,1253.8,1261.89
3/8/2001,1261.89,1266.5,1257.6,1264.74
3/9/2001,1264.74,1264.74,1228.42,1233.42
3/12/2001,1233.42,1233.42,1176.78,1180.16
3/13/2001,1180.16,1197.83,1171.5,1197.66
3/14/2001,1197.66,1197.66,1155.35,1166.71
3/15/2001,1166.71,1182.04,1166.71,1173.5601
3/16/2001,1173.5601,1173.5601,1148.64,1150.53
3/19/2001,1150.53,1173.5,1147.1801,1170.8101
3/20/2001,1170.8101,1180.5601,1142.1899,1142.62
3/21/2001,1142.62,1149.39,1118.74,1122.14
3/22/2001,1122.14,1124.27,1081.1899,1117.58
3/23/2001,1117.58,1141.83,1117.58,1139.83
3/26/2001,1139.83,1160.02,1139.83,1152.6899
3/27/2001,1152.6899,1183.35,1150.96,1182.17
3/28/2001,1182.17,1182.17,1147.83,1153.29
3/29/2001,1153.29,1161.6899,1136.26,1147.95
3/30/2001,1147.95,1162.8,1143.83,1160.33
4/2/2001,1160.33,1169.51,1137.51,1145.87
4/3/2001,1145.87,1145.87,1100.1899,1106.46
4/4/2001,1106.46,1117.5,1091.99,1103.25
4/5/2001,1103.25,1151.47,1103.25,1151.4399
4/6/2001,1151.4399,1151.4399,1119.29,1128.4301
4/9/2001,1128.4301,1146.13,1126.38,1137.59
4/10/2001,1137.59,1173.92,1137.59,1168.38
4/11/2001,1168.38,1182.24,1160.26,1165.89
4/12/2001,1165.89,1183.51,1157.73,1183.5
4/16/2001,1183.5,1184.64,1167.38,1179.6801
4/17/2001,1179.6801,1192.25,1168.9,1191.8101
4/18/2001,1191.8101,1248.42,1191.8101,1238.16
4/19/2001,1238.16,1253.71,1233.39,1253.6899
4/20/2001,1253.7,1253.7,1234.41,1242.98
4/23/2001,1242.98,1242.98,1217.47,1224.36
4/24/2001,1224.36,1233.54,1208.89,1209.47
4/25/2001,1209.47,1232.36,1207.38,1228.75
4/26/2001,1228.75,1248.3,1228.75,1234.52
4/27/2001,1234.52,1253.0699,1234.52,1253.05
4/30/2001,1253.05,1269.3,1243.99,1249.46
5/1/2001,1249.46,1266.47,1243.55,1266.4399
5/2/2001,1266.4399,1272.9301,1257.7,1267.4301
5/3/2001,1267.4301,1267.4301,1239.88,1248.58
5/4/2001,1248.58,1267.51,1232,1266.61
5/7/2001,1266.61,1270,1259.1899,1263.51
5/8/2001,1266.71,1267.01,1253,1261.2
5/9/2001,1261.2,1261.65,1247.83,1255.54
5/10/2001,1255.54,1268.14,1254.5601,1255.1801
5/11/2001,1255.1801,1259.84,1240.79,1245.67
5/14/2001,1245.67,1249.6801,1241.02,1248.92
5/15/2001,1248.92,1257.45,1245.36,1249.4399
5/16/2001,1249.4399,1286.39,1243.02,1284.99
5/17/2001,1284.99,1296.48,1282.65,1288.49
5/18/2001,1288.49,1292.0601,1281.15,1291.96
5/21/2001,1291.96,1312.95,1287.87,1312.83
5/22/2001,1312.83,1315.9301,1306.89,1309.38
5/23/2001,1309.38,1309.38,1288.7,1289.05
5/24/2001,1289.05,1295.04,1281.22,1293.17
5/25/2001,1293.17,1293.17,1276.42,1277.89
5/29/2001,1277.89,1278.42,1265.41,1267.9301
5/30/2001,1267.9301,1267.9301,1245.96,1248.08
5/31/2001,1248.08,1261.91,1248.0699,1255.8199
6/1/2001,1255.8199,1265.34,1246.88,1260.67
6/4/2001,1260.67,1267.17,1256.36,1267.11
6/5/2001,1267.11,1286.62,1267.11,1283.5699
6/6/2001,1283.5699,1283.85,1269.01,1270.03
6/7/2001,1270.03,1277.08,1265.08,1276.96
6/8/2001,1276.96,1277.11,1259.99,1264.96
6/11/2001,1264.96,1264.96,1249.23,1254.39
6/12/2001,1254.39,1261,1235.75,1255.85
6/13/2001,1255.85,1259.75,1241.59,1241.6
6/14/2001,1241.6,1241.6,1218.9,1219.87
6/15/2001,1219.87,1221.5,1203.03,1214.36
6/18/2001,1214.36,1221.23,1208.33,1208.4301
6/19/2001,1208.4301,1226.11,1207.71,1212.58
6/20/2001,1212.58,1225.61,1210.0699,1223.14
6/21/2001,1223.14,1240.24,1220.25,1237.04
6/22/2001,1237.04,1237.73,1221.41,1225.35
6/25/2001,1225.35,1231.5,1213.6,1218.6
6/26/2001,1218.6,1220.7,1204.64,1216.76
6/27/2001,1216.76,1219.92,1207.29,1211.0699
6/28/2001,1211.0699,1234.4399,1211.0699,1226.2
6/29/2001,1226.2,1237.29,1221.14,1224.38
7/2/2001,1224.42,1239.78,1224.03,1236.72
7/3/2001,1236.71,1236.71,1229.4301,1234.45
7/5/2001,1234.45,1234.45,1219.15,1219.24
7/6/2001,1219.24,1219.24,1188.74,1190.59
7/9/2001,1190.59,1201.76,1189.75,1198.78
7/10/2001,1198.78,1203.4301,1179.9301,1181.52
7/11/2001,1181.52,1184.9301,1168.46,1180.1801
7/12/2001,1180.1801,1210.25,1180.1801,1208.14
7/13/2001,1208.14,1218.54,1203.61,1215.6801
7/16/2001,1215.6801,1219.63,1200.05,1202.45
7/17/2001,1202.45,1215.36,1196.14,1214.4399
7/18/2001,1214.4399,1214.4399,1198.33,1207.71
7/19/2001,1207.71,1225.04,1205.8,1215.02
7/20/2001,1215.02,1215.6899,1207.04,1210.85
7/23/2001,1210.85,1215.22,1190.5,1191.03
7/24/2001,1191.03,1191.03,1165.54,1171.65
7/25/2001,1171.65,1190.52,1171.28,1190.49
7/26/2001,1190.49,1204.1801,1182.65,1202.9301
7/27/2001,1202.9301,1209.26,1195.99,1205.8199
7/30/2001,1205.8199,1209.05,1200.41,1204.52
7/31/2001,1204.52,1222.74,1204.52,1211.23
8/1/2001,1211.23,1223.04,1211.23,1215.9301
8/2/2001,1215.9301,1226.27,1215.3101,1220.75
8/3/2001,1220.75,1220.75,1205.3101,1214.35
8/6/2001,1214.35,1214.35,1197.35,1200.48
8/7/2001,1200.47,1207.5601,1195.64,1204.4
8/8/2001,1204.4,1206.79,1181.27,1183.53
8/9/2001,1183.53,1184.71,1174.6801,1183.4301
8/10/2001,1183.4301,1193.33,1169.55,1190.16
8/13/2001,1190.16,1193.8199,1185.12,1191.29
8/14/2001,1191.29,1198.79,1184.26,1186.73
8/15/2001,1186.73,1191.21,1177.61,1178.02
8/16/2001,1178.02,1181.8,1166.08,1181.66
8/17/2001,1181.66,1181.66,1156.0699,1161.97
8/20/2001,1161.97,1171.41,1160.9399,1171.41
8/21/2001,1171.41,1179.85,1156.5601,1157.26
8/22/2001,1157.26,1168.5601,1153.34,1165.3101
8/23/2001,1165.3101,1169.86,1160.96,1162.09
8/24/2001,1162.09,1185.15,1162.09,1184.9301
8/27/2001,1184.9301,1186.85,1178.0699,1179.21
8/28/2001,1179.21,1179.66,1161.17,1161.51
8/29/2001,1161.51,1166.97,1147.38,1148.5601
8/30/2001,1148.6,1151.75,1124.87,1129.03
8/31/2001,1129.03,1141.83,1126.38,1133.58
9/4/2001,1133.58,1155.4,1129.0601,1132.9399
9/5/2001,1132.9399,1135.52,1114.86,1131.74
9/6/2001,1131.74,1131.74,1105.83,1106.4
9/7/2001,1106.4,1106.4,1082.12,1085.78
9/10/2001,1085.78,1096.9399,1073.15,1092.54
9/17/2001,1092.54,1092.54,1037.46,1038.77
9/18/2001,1038.77,1046.42,1029.25,1032.74
9/19/2001,1032.74,1038.91,984.62,1016.1
9/20/2001,1016.1,1016.1,984.49,984.54
9/21/2001,984.54,984.54,944.75,965.8
9/24/2001,965.8,1008.44,965.8,1003.45
9/25/2001,1003.45,1017.14,998.33,1012.27
9/26/2001,1012.27,1020.29,1002.62,1007.04
9/27/2001,1007.04,1018.92,998.24,1018.61
9/28/2001,1018.61,1040.9399,1018.61,1040.9399
10/1/2001,1040.9399,1040.9399,1026.76,1038.55
10/2/2001,1038.55,1051.33,1034.47,1051.33
10/3/2001,1051.33,1075.38,1041.48,1072.28
10/4/2001,1072.28,1084.12,1067.8199,1069.63
10/5/2001,1069.62,1072.35,1053.5,1071.38
10/8/2001,1071.37,1071.37,1056.88,1062.4399
10/9/2001,1062.4399,1063.37,1053.83,1056.75
10/10/2001,1056.75,1081.62,1052.76,1080.99
10/11/2001,1080.99,1099.16,1080.99,1097.4301
10/12/2001,1097.4301,1097.4301,1072.15,1091.65
10/15/2001,1091.65,1091.65,1078.1899,1089.98
10/16/2001,1089.98,1101.66,1087.13,1097.54
10/17/2001,1097.54,1107.12,1076.5699,1077.09
10/18/2001,1077.09,1077.9399,1064.54,1068.61
10/19/2001,1068.61,1075.52,1057.24,1073.48
10/22/2001,1073.48,1090.5699,1070.79,1089.9
10/23/2001,1089.9,1098.99,1081.53,1084.78
10/24/2001,1084.78,1090.26,1079.98,1085.2
10/25/2001,1085.2,1100.09,1065.64,1100.09
10/26/2001,1100.09,1110.61,1094.24,1104.61
10/29/2001,1104.61,1104.61,1078.3,1078.3
10/30/2001,1078.3,1078.3,1053.61,1059.79
10/31/2001,1059.79,1074.79,1057.55,1059.78
11/1/2001,1059.78,1085.61,1054.3101,1084.1
11/2/2001,1084.1,1089.63,1075.58,1087.2
11/5/2001,1087.2,1106.72,1087.2,1102.84
11/6/2001,1102.84,1119.73,1095.36,1118.86
11/7/2001,1118.86,1126.62,1112.98,1115.8
11/8/2001,1115.8,1135.75,1115.42,1118.54
11/9/2001,1118.54,1123.02,1111.13,1120.3101
11/12/2001,1120.3101,1121.71,1098.3199,1118.33
11/13/2001,1118.33,1139.14,1118.33,1139.09
11/14/2001,1139.09,1148.28,1132.87,1141.21
11/15/2001,1141.21,1146.46,1135.0601,1142.24
11/16/2001,1142.24,1143.52,1129.92,1138.65
11/19/2001,1138.65,1151.0601,1138.65,1151.0601
11/20/2001,1151.0601,1152.45,1142.17,1142.66
11/21/2001,1142.66,1142.66,1129.78,1137.03
11/23/2001,1137.03,1151.05,1135.9,1150.34
11/26/2001,1150.34,1157.88,1146.17,1157.42
11/27/2001,1157.42,1163.38,1140.8101,1149.5
11/28/2001,1149.5,1149.5,1128.29,1128.52
11/29/2001,1128.52,1140.4,1125.51,1140.2
11/30/2001,1140.2,1143.5699,1135.89,1139.45
12/3/2001,1139.45,1139.45,1125.78,1129.9
12/4/2001,1129.9,1144.8,1128.86,1144.8
12/5/2001,1143.77,1173.62,1143.77,1170.35
12/6/2001,1170.35,1173.35,1164.4301,1167.1
12/7/2001,1167.1,1167.1,1152.66,1158.3101
12/10/2001,1158.3101,1158.3101,1139.66,1139.9301
12/11/2001,1139.9301,1150.89,1134.3199,1136.76
12/12/2001,1136.76,1141.58,1126.01,1137.0699
12/13/2001,1137.0699,1137.0699,1117.85,1119.38
12/14/2001,1119.38,1128.28,1114.53,1123.09
12/17/2001,1123.09,1137.3,1122.66,1134.36
12/18/2001,1134.36,1145.1,1134.36,1142.92
12/19/2001,1142.92,1152.4399,1134.75,1149.5601
12/20/2001,1149.5601,1151.42,1139.9301,1139.9301
12/21/2001,1139.9301,1147.46,1139.9301,1144.89
12/24/2001,1144.89,1147.83,1144.62,1144.65
12/26/2001,1144.65,1159.1801,1144.65,1149.37
12/27/2001,1149.37,1157.13,1149.37,1157.13
12/28/2001,1157.13,1164.64,1157.13,1161.02
12/31/2001,1161.02,1161.16,1148.04,1148.08
1/2/2002,1148.08,1154.67,1136.23,1154.67
1/3/2002,1154.67,1165.27,1154.01,1165.27
1/4/2002,1165.27,1176.55,1163.42,1172.51
1/7/2002,1172.51,1176.97,1163.55,1164.89
1/8/2002,1164.89,1167.6,1157.46,1160.71
1/9/2002,1160.71,1174.26,1151.89,1155.14
